"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"IMF.RES:WEO(9.0.0)","GNQ.NID_NGDP.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross capital formation, Percent of GDP","Annual","Units","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897","28.897"
"IMF.RES:WEO(9.0.0)","BEN.NID_NGDP.A","OBS_VALUE","Benin","Gross capital formation, Percent of GDP","Annual","Units","19.486","21.053","21.695","25.634","28.851","31.148","34.531","35.062","33.874","34.801"
"IMF.RES:WEO(9.0.0)","GIN.NGDP_RPCH.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","10.300","6.358","5.617","4.704","5.583","3.972","6.242","6.073","6.687","8.677"
"IMF.RES:WEO(9.0.0)","GHA.NID_NGDP.A","OBS_VALUE","Ghana","Gross capital formation, Percent of GDP","Annual","Units","19.566","21.709","18.647","18.224","17.037","15.522","10.117","9.900","9.717","12.797"
"IMF.RES:WEO(9.0.0)","GNB.PPPGDP.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","3.908","3.956","4.118","4.201","4.686","5.250","5.727","6.151","6.673","7.201"
"IMF.RES:WEO(9.0.0)","GNB.NGDPD.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.469","1.555","1.487","1.523","1.722","1.721","2.005","2.186","2.648","2.985"
"IMF.RES:WEO(9.0.0)","GHA.NGSD_NGDP.A","OBS_VALUE","Ghana","Gross national savings, Percent of GDP","Annual","Units","16.848","19.198","16.894","16.221","14.711","13.708","9.645","12.097","16.690","23.772"
"IMF.RES:WEO(9.0.0)","GIN.NGDPD.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","10.325","11.857","13.443","14.089","16.320","19.589","22.089","24.233","27.215","29.930"
"IMF.RES:WEO(9.0.0)","ETH.NGDP_RPCH.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","10.210","7.703","9.037","6.057","6.265","6.362","7.171","8.051","9.151","9.204"
"IMF.RES:WEO(9.0.0)","GMB.NID_NGDP.A","OBS_VALUE","Gambia, The","Gross capital formation, Percent of GDP","Annual","Units","20.627","15.661","19.509","20.596","22.239","24.857","24.673","24.747","24.492","24.670"
"IMF.RES:WEO(9.0.0)","ETH.NGDPD.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","76.841","80.207","92.608","96.611","99.261","118.958","159.761","142.073","109.109","121.527"
"IMF.RES:WEO(9.0.0)","ERI.NGSD_NGDP.A","OBS_VALUE","Eritrea, The State of","Gross national savings, Percent of GDP","Annual","Units","33.413","18.442","17.993","","","","","","",""
"IMF.RES:WEO(9.0.0)","GMB.NGDPD.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.498","1.662","1.806","1.809","2.045","2.135","2.331","2.403","2.584","2.792"
"IMF.RES:WEO(9.0.0)","GAB.NGDPD.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14.924","16.830","16.875","15.364","19.455","20.485","20.059","20.900","21.624","23.363"
"IMF.RES:WEO(9.0.0)","ETH.NGSD_NGDP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross national savings, Percent of GDP","Annual","Units","30.256","32.330","29.913","26.582","25.162","21.265","19.309","17.768","19.305","24.926"
"IMF.RES:WEO(9.0.0)","LSO.NID_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross capital formation, Percent of GDP","Annual","Units","24.970","24.401","25.685","31.315","33.591","31.694","41.880","33.253","30.381","33.731"
"IMF.RES:WEO(9.0.0)","CIV.NGSD_NGDP.A","OBS_VALUE","Côte d'Ivoire","Gross national savings, Percent of GDP","Annual","Units","19.239","17.869","18.910","17.754","19.053","19.416","16.508","17.152","20.299","20.944"
"IMF.RES:WEO(9.0.0)","KEN.NID_NGDP.A","OBS_VALUE","Kenya","Gross capital formation, Percent of GDP","Annual","Units","20.663","19.376","19.342","19.652","20.391","19.054","16.571","16.777","17.717","17.798"
"IMF.RES:WEO(9.0.0)","LSO.NGSD_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross national savings, Percent of GDP","Annual","Units","17.959","17.418","19.350","25.620","24.520","17.657","41.045","35.389","27.085","30.356"
"IMF.RES:WEO(9.0.0)","CIV.NGDP_RPCH.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.412","4.842","6.721","0.701","7.062","6.400","6.600","6.020","6.500","6.200"
"IMF.RES:WEO(9.0.0)","KEN.PPPGDP.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","205.511","221.492","240.007","250.255","284.129","319.128","349.866","375.492","404.987","435.226"
"IMF.RES:WEO(9.0.0)","GIN.NID_NGDP.A","OBS_VALUE","Guinea","Gross capital formation, Percent of GDP","Annual","Units","11.974","19.674","17.311","17.195","17.834","17.365","15.928","15.262","15.353","15.309"
"IMF.RES:WEO(9.0.0)","GHA.NGDPD.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","60.385","67.259","68.353","70.008","79.514","73.919","80.547","83.289","114.708","118.293"
"IMF.RES:WEO(9.0.0)","GHA.NGDP_RPCH.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.129","6.200","6.508","0.514","5.076","3.818","3.128","5.847","5.954","4.750"
"IMF.RES:WEO(9.0.0)","GNB.NGSD_NGDP.A","OBS_VALUE","Guinea-Bissau","Gross national savings, Percent of GDP","Annual","Units","18.384","15.683","7.613","14.987","17.511","9.448","8.633","10.039","10.804","10.962"
"IMF.RES:WEO(9.0.0)","CIV.NGDPD.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","52.512","58.522","60.383","63.119","72.833","71.075","80.792","87.132","98.885","112.115"
"IMF.RES:WEO(9.0.0)","GNB.NID_NGDP.A","OBS_VALUE","Guinea-Bissau","Gross capital formation, Percent of GDP","Annual","Units","18.121","19.167","16.157","17.545","18.330","18.073","17.224","17.450","16.967","17.280"
"IMF.RES:WEO(9.0.0)","GIN.PPPGDP.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","33.281","36.138","40.482","44.551","51.261","57.088","62.895","68.371","75.012","83.856"
"IMF.RES:WEO(9.0.0)","GNB.NGDP_RPCH.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.789","3.762","4.500","1.500","6.200","4.600","5.200","4.800","5.500","4.900"
"IMF.RES:WEO(9.0.0)","GHA.PPPGDP.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","155.172","169.625","187.633","192.835","214.867","238.935","255.525","277.182","302.017","325.428"
"IMF.RES:WEO(9.0.0)","GIN.NGSD_NGDP.A","OBS_VALUE","Guinea","Gross national savings, Percent of GDP","Annual","Units","5.229","1.177","1.802","1.127","21.973","11.681","6.203","0.590","-6.956","11.695"
"IMF.RES:WEO(9.0.0)","MWI.NGDP_RPCH.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.000","4.392","5.448","1.013","4.558","0.921","1.946","1.673","2.087","2.227"
"IMF.RES:WEO(9.0.0)","MWI.NGDPD.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","8.943","9.882","11.031","11.847","12.475","12.531","13.439","11.790","15.047","18.152"
"IMF.RES:WEO(9.0.0)","LBY.NID_NGDP.A","OBS_VALUE","Libya","Gross capital formation, Percent of GDP","Annual","Units","13.708","15.134","14.163","28.546","27.044","28.576","27.112","26.215","28.056","26.172"
"IMF.RES:WEO(9.0.0)","MWI.PPPGDP.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","24.899","25.272","27.521","29.543","33.832","36.572","38.663","40.286","42.293","44.473"
"IMF.RES:WEO(9.0.0)","MWI.NGSD_NGDP.A","OBS_VALUE","Malawi","Gross national savings, Percent of GDP","Annual","Units","-5.946","-4.155","-4.731","-6.567","-6.159","-4.811","-3.884","-5.852","-4.213","-5.156"
"IMF.RES:WEO(9.0.0)","MWI.NID_NGDP.A","OBS_VALUE","Malawi","Gross capital formation, Percent of GDP","Annual","Units","9.584","7.889","7.880","7.525","9.061","13.387","11.753","12.627","12.258","10.256"
"IMF.RES:WEO(9.0.0)","KEN.NGDPD.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","81.965","92.211","100.328","100.922","109.875","114.733","108.206","119.307","136.455","147.265"
"IMF.RES:WEO(9.0.0)","KEN.NGSD_NGDP.A","OBS_VALUE","Kenya","Gross national savings, Percent of GDP","Annual","Units","15.086","15.395","17.103","15.992","15.262","14.014","12.965","14.502","15.030","13.728"
"IMF.RES:WEO(9.0.0)","MDG.NGDPD.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","13.176","13.760","14.105","13.051","14.355","15.342","16.037","17.593","19.556","21.185"
"IMF.RES:WEO(9.0.0)","LSO.NGDP_RPCH.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-3.341","-1.262","-1.755","-8.633","4.620","1.642","2.499","4.900","1.385","1.111"
"IMF.RES:WEO(9.0.0)","KEN.NGDP_RPCH.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.816","5.671","5.114","-0.273","7.590","4.860","5.720","4.725","4.880","4.474"
"IMF.RES:WEO(9.0.0)","LBR.NGDPD.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.321","3.264","3.080","3.037","3.509","3.974","4.390","4.778","5.216","5.642"
"IMF.RES:WEO(9.0.0)","LSO.NGDPD.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.424","2.472","2.323","2.092","2.443","2.275","2.227","2.514","2.854","2.972"
"IMF.RES:WEO(9.0.0)","CIV.NID_NGDP.A","OBS_VALUE","Côte d'Ivoire","Gross capital formation, Percent of GDP","Annual","Units","20.819","22.253","21.990","21.743","23.575","27.485","24.544","20.870","21.399","22.002"
"IMF.RES:WEO(9.0.0)","CIV.PPPGDP.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","125.384","135.828","155.524","160.303","179.178","204.205","225.737","245.266","268.619","293.446"
"IMF.RES:WEO(9.0.0)","LSO.PPPGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","5.791","5.778","5.644","5.795","5.858","6.378","6.779","7.288","7.598","7.903"
"IMF.RES:WEO(9.0.0)","LBR.NGDP_RPCH.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.469","1.242","-2.516","-2.967","5.011","4.811","4.587","4.014","5.140","5.111"
"IMF.RES:WEO(9.0.0)","MRT.NGSD_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross national savings, Percent of GDP","Annual","Units","32.031","33.173","35.836","38.733","36.577","29.972","31.976","35.352","35.710","37.625"
"IMF.RES:WEO(9.0.0)","MLI.NID_NGDP.A","OBS_VALUE","Mali","Gross capital formation, Percent of GDP","Annual","Units","24.941","23.891","25.882","19.907","23.156","20.269","19.259","16.141","14.943","14.995"
"IMF.RES:WEO(9.0.0)","MRT.NGDPD.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.826","7.472","7.894","8.464","9.126","9.564","10.724","11.003","12.289","14.352"
"IMF.RES:WEO(9.0.0)","MAR.NGDPD.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","118.541","127.341","128.920","121.354","142.022","131.245","146.057","160.606","182.587","194.333"
"IMF.RES:WEO(9.0.0)","MUS.NGSD_NGDP.A","OBS_VALUE","Mauritius","Gross national savings, Percent of GDP","Annual","Units","22.037","22.381","21.492","11.575","12.622","17.142","22.382","21.508","19.152","18.265"
"IMF.RES:WEO(9.0.0)","MLI.NGDPD.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","18.334","20.418","20.521","20.777","23.061","22.657","24.817","26.777","30.050","33.847"
"IMF.RES:WEO(9.0.0)","MRT.PPPGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","22.540","23.550","25.064","26.408","27.635","31.613","35.015","38.147","40.883","43.912"
"IMF.RES:WEO(9.0.0)","MUS.NGDP_RPCH.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.938","4.007","2.891","-14.547","3.404","8.693","5.008","4.925","3.100","3.400"
"IMF.RES:WEO(9.0.0)","MDG.NGSD_NGDP.A","OBS_VALUE","Madagascar, Republic of","Gross national savings, Percent of GDP","Annual","Units","15.385","21.419","20.395","12.340","11.463","15.266","17.403","17.224","16.584","17.608"
"IMF.RES:WEO(9.0.0)","LBR.PPPGDP.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","7.914","8.496","8.890","8.168","8.084","9.076","9.843","10.492","11.344","12.266"
"IMF.RES:WEO(9.0.0)","LBY.NGDP_RPCH.A","OBS_VALUE","Libya","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","32.492","7.941","-11.196","-29.456","27.331","-8.625","10.474","4.190","15.871","6.720"
"IMF.RES:WEO(9.0.0)","LBY.PPPGDP.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","121.473","129.306","112.565","77.181","90.199","88.281","101.137","107.990","128.679","141.260"
"IMF.RES:WEO(9.0.0)","MDG.PPPGDP.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","41.438","42.524","45.498","43.150","46.836","52.242","56.468","60.371","63.844","68.061"
"IMF.RES:WEO(9.0.0)","LBY.NGDPD.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","67.153","76.682","69.237","46.893","35.216","43.281","43.958","49.349","44.732","52.453"
"IMF.RES:WEO(9.0.0)","MDG.NID_NGDP.A","OBS_VALUE","Madagascar, Republic of","Gross capital formation, Percent of GDP","Annual","Units","15.806","20.703","22.684","17.715","16.389","20.617","21.416","22.524","22.375","25.560"
"IMF.RES:WEO(9.0.0)","MDG.NGDP_RPCH.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.933","3.194","4.411","-7.138","4.651","4.138","4.231","4.323","2.835","3.636"
"IMF.RES:WEO(9.0.0)","MAR.NID_NGDP.A","OBS_VALUE","Morocco","Gross capital formation, Percent of GDP","Annual","Units","31.456","31.941","30.421","28.620","30.513","30.287","28.835","29.923","27.046","26.141"
"IMF.RES:WEO(9.0.0)","NER.NID_NGDP.A","OBS_VALUE","Niger","Gross capital formation, Percent of GDP","Annual","Units","26.221","29.025","30.233","31.222","31.823","27.324","23.895","19.806","22.202","23.190"
"IMF.RES:WEO(9.0.0)","MAR.NGSD_NGDP.A","OBS_VALUE","Morocco","Gross national savings, Percent of GDP","Annual","Units","28.293","27.058","27.000","27.454","28.168","26.738","27.787","28.762","24.966","23.082"
"IMF.RES:WEO(9.0.0)","NGA.NGSD_NGDP.A","OBS_VALUE","Nigeria","Gross national savings, Percent of GDP","Annual","Units","13.665","15.389","18.336","18.389","18.699","18.635","18.870","23.611","22.766","26.427"
"IMF.RES:WEO(9.0.0)","MOZ.NGDP_RPCH.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.638","3.485","2.318","-1.220","2.377","4.369","5.504","2.149","-0.524","0.519"
"IMF.RES:WEO(9.0.0)","NGA.NGDP_RPCH.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.806","1.923","2.208","-6.369","1.109","4.319","3.316","4.071","4.013","4.058"
"IMF.RES:WEO(9.0.0)","MUS.NGDPD.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","13.714","14.736","14.436","11.408","11.484","12.908","14.101","14.986","16.126","17.119"
"IMF.RES:WEO(9.0.0)","MLI.NGDP_RPCH.A","OBS_VALUE","Mali","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.376","4.868","5.000","-1.169","3.101","3.735","4.698","5.017","4.900","5.500"
"IMF.RES:WEO(9.0.0)","MLI.PPPGDP.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","51.736","54.984","59.534","59.279","62.738","69.709","75.684","81.454","87.869","95.358"
"IMF.RES:WEO(9.0.0)","MUS.PPPGDP.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","28.581","29.195","30.418","26.999","28.793","33.522","36.504","39.252","41.617","44.265"
"IMF.RES:WEO(9.0.0)","MLI.NGSD_NGDP.A","OBS_VALUE","Mali","Gross national savings, Percent of GDP","Annual","Units","19.398","20.348","20.173","18.541","17.212","14.151","13.181","12.158","14.103","13.506"
"IMF.RES:WEO(9.0.0)","MRT.NID_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross capital formation, Percent of GDP","Annual","Units","37.883","46.433","40.011","38.659","40.616","49.068","44.544","43.082","40.464","42.640"
"IMF.RES:WEO(9.0.0)","MRT.NGDP_RPCH.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.271","4.773","3.146","-0.429","0.737","6.796","6.809","6.308","4.215","4.417"
"IMF.RES:WEO(9.0.0)","MUS.NID_NGDP.A","OBS_VALUE","Mauritius","Gross capital formation, Percent of GDP","Annual","Units","17.668","18.873","19.436","18.215","19.793","20.456","19.883","21.143","26.506","26.151"
